,movieId,genreId
265,137,7
266,140,8
267,140,15
268,141,5
269,144,5
270,145,1
271,145,5
272,145,6
273,145,8
274,145,17
275,146,2
276,146,4
277,147,8
278,148,8
279,149,6
280,149,8
281,149,17
282,150,2
283,150,8
284,150,12
285,151,1
286,151,8
287,151,15
288,151,18
289,152,8
290,152,11
291,153,1
292,153,2
293,153,5
294,153,6
295,154,8
296,155,2
297,155,8
298,155,18
299,156,5
300,156,8
301,157,5
302,157,18
303,158,2
304,158,4
305,159,6
306,159,8
307,159,14
308,160,1
309,160,2
310,160,14
311,160,16
312,161,8
313,161,17
314,161,18
315,162,7
316,163,1
317,163,15
318,163,19
319,164,6
320,164,10
321,164,14
322,164,17
323,165,1
324,165,6
325,165,17
326,166,5
327,166,6
328,166,8
329,167,8
330,168,1
331,168,8
332,168,15
333,169,2
334,169,4
335,169,8
336,170,1
337,170,2
338,170,6
339,170,17
340,171,5
341,171,8
342,172,1
343,172,16
344,172,17
345,173,1
346,173,6
347,173,16
348,174,5
349,175,8
350,176,5
351,177,11
352,178,5
353,178,8
354,179,8
355,179,15
356,180,5
357,180,15
358,181,1
359,181,4
360,183,5
361,183,11
362,183,17
363,184,8
364,185,1
365,185,6
366,185,17
367,186,5
368,186,15
369,187,5
370,188,9
371,188,11
372,188,14
373,189,5
374,189,9
375,190,17
376,191,8
377,191,15
378,193,8
379,194,5
380,194,8
381,195,5
382,195,8
383,195,15
384,196,11
385,196,16
386,198,1
387,198,6
388,198,8
389,198,14
390,198,16
391,198,17
392,199,8
393,199,13
394,199,15
395,200,17
396,201,8
397,201,9
398,202,8
399,202,15
400,203,5
401,204,1
402,205,5
403,205,8
404,206,7
405,207,8
406,207,15
407,208,1
408,208,2
409,208,16
410,209,8
411,211,8
412,213,8
413,214,8
414,214,18
415,215,8
416,215,15
417,216,5
418,217,8
419,217,17
420,218,5
421,218,8
422,219,8
423,220,11
424,222,8
425,222,15
426,223,5
427,224,5
428,224,8
429,224,15
430,225,8
431,225,17
432,227,1
433,227,17
434,228,5
435,229,8
436,229,17
437,230,8
438,230,17
439,231,2
440,231,5
441,232,5
442,232,8
443,232,15
444,233,8
445,234,5
446,235,5
447,235,8
448,236,1
449,236,5
450,236,15
451,237,5
452,237,15
453,238,2
454,238,4
455,239,3
456,239,4
457,239,5
458,239,15
459,240,17
460,241,4
461,241,8
462,242,8
463,242,13
464,243,4
465,243,5
466,243,9
467,244,3
468,244,4
469,245,6
470,245,8
471,246,7
472,247,6
473,247,8
474,248,5
475,249,8
476,249,15
477,250,4
478,250,5
479,251,1
480,252,5
481,252,15
482,253,8
483,253,11
484,254,8
485,255,5
486,256,5
487,256,16
488,257,14
489,257,17
490,258,2
491,258,4
492,258,5
493,258,9
494,258,15
495,259,6
496,259,8
497,259,17
498,260,1
499,260,2
500,260,16
501,261,8
502,262,4
503,262,8
504,263,8
505,264,8
506,265,8
507,265,9
508,265,15
509,266,8
510,266,15
511,266,18
512,266,19
513,267,5
514,268,6
515,268,8
516,269,8
517,270,8
518,270,15
519,271,8
520,272,5
521,272,8
522,273,8
523,273,11
524,273,16
525,274,5
526,275,5
527,276,5
528,276,15
529,277,8
530,278,5
531,279,8
532,280,8
533,280,17
534,281,5
535,281,8
536,281,15
537,282,8
538,283,6
539,283,8
540,285,8
541,285,11
542,287,5
543,287,15
544,288,1
545,288,6
546,288,17
547,289,5
548,289,15
549,290,6
550,290,8
551,291,8
552,291,17
553,292,1
554,292,8
555,292,16
556,292,17
557,293,1
558,293,6
559,293,8
560,293,17
561,294,5
562,294,15
563,295,5
564,295,15
565,296,5
566,296,6
567,296,8
568,296,17
569,299,8
570,300,8
571,301,8
572,301,15
573,302,8
574,302,15
575,303,1
576,303,17
577,303,19
578,304,5
579,304,8
580,305,5
581,306,8
582,307,8
583,308,5
584,308,8
585,309,8
586,312,5
587,313,3
588,313,4
589,314,4
590,314,8
591,314,9
592,314,14
593,315,1
594,315,8
595,315,17
596,316,1
597,316,2
598,316,16
599,317,5
600,317,8
601,317,9
602,318,6
603,318,8
604,319,5
605,319,8
606,319,17
607,320,10
608,320,17
609,321,8
610,322,5
611,322,8
612,324,5
613,324,8
614,325,5
615,326,8
616,327,1
617,327,5
618,327,16
619,328,11
620,328,17
621,329,2
622,329,8
623,329,16
624,330,1
625,330,6
626,330,11
627,331,8
628,332,11
629,332,16
630,333,5
631,334,8
632,335,14
633,335,17
634,336,8
635,336,18
636,337,8
637,338,1
638,338,16
639,338,17
640,339,5
641,339,15
642,340,2
643,340,8
644,340,18
645,341,8
646,342,5
647,343,4
648,344,5
649,345,5
650,345,8
651,346,8
652,346,13
653,347,8
654,347,10
655,347,15
656,348,5
657,349,1
658,349,6
659,349,8
660,349,17
661,350,8
662,350,14
663,350,17
664,351,5
665,351,8
666,351,15
667,352,5
668,352,8
669,353,1
670,353,6
671,353,9
672,353,17
673,354,8
674,355,4
675,355,5
676,355,9
677,356,5
678,356,8
679,356,15
680,356,18
681,357,5
682,357,15
683,358,8
684,360,1
685,360,5
686,361,5
687,361,8
688,361,15
689,362,2
690,362,4
691,362,15
692,363,7
693,364,2
694,364,3
695,364,4
696,364,8
697,364,12
698,364,13
699,365,8
700,366,8
701,366,11
702,366,14
703,366,17
704,367,1
705,367,5
706,367,6
707,367,9
708,368,2
709,368,5
710,368,19
711,369,8
712,370,1
713,370,5
714,371,5
715,371,8
716,372,5
717,372,8
718,372,15
719,373,17
720,374,4
721,374,5
722,375,8
723,376,1
724,376,17
725,377,1
726,377,15
727,377,17
728,378,5
729,378,15
730,379,1
731,379,16
732,379,17
733,380,1
734,380,2
735,380,5
736,380,15
737,380,17
738,381,8
739,381,15
740,382,8
741,382,11
742,382,15
743,382,17
744,383,19
745,384,1
746,384,6
747,384,8
748,387,1
749,387,5
750,388,8
751,389,8
752,389,15
753,389,18
754,390,1
755,390,6
756,390,8
757,391,6
758,391,8
759,392,2
760,392,3
761,393,1
762,393,2
763,393,9
764,401,1
765,401,17
766,405,1
767,405,9
768,407,11
769,407,17
770,408,8
771,409,6
772,409,8
773,410,4
774,410,5
775,410,9
776,412,8
777,413,5
778,414,5
779,415,5
780,415,17
781,416,19
782,417,5
783,417,15
784,418,8
785,419,5
786,420,1
787,420,5
788,420,6
789,420,17
790,421,2
791,421,4
792,421,8
793,422,17
794,423,1
795,423,17
796,424,8
797,425,8
798,425,15
799,426,11
800,426,16
801,426,17
802,427,8
803,427,14
804,427,15
805,427,17
806,428,8
807,429,5
808,431,6
809,431,8
810,432,2
811,432,5
812,432,19
813,433,5
814,434,1
815,434,2
816,434,17
817,435,5
818,435,16
819,436,8
820,436,17
821,437,5
822,438,1
823,438,5
824,438,8
825,439,8
826,440,5
827,440,15
828,441,5
829,442,1
830,442,2
831,442,16
832,443,2
833,443,7
834,444,5
835,444,15
836,445,5
837,446,8
838,446,15
839,447,5
840,447,15
841,448,8
842,449,5
843,450,5
844,450,8
845,451,8
846,451,14
847,451,15
848,452,8
849,453,5
850,453,15
851,454,8
852,454,17
853,455,2
854,455,4
855,455,8
856,456,6
857,456,8
858,456,17
859,457,17
860,458,8
861,458,19
862,459,1
863,459,2
864,459,6
865,459,8
866,459,15
867,459,17
868,460,5
869,461,8
870,461,15
871,463,6
872,463,8
873,463,17
874,464,1
875,464,2
876,464,6
877,464,17
878,465,1
879,465,8
880,465,18
881,466,1
882,466,5
883,466,18
884,467,5
885,468,5
886,468,15
887,469,8
888,469,15
889,470,5
890,471,5
891,472,5
892,472,8
893,473,5
894,473,18
895,474,1
896,474,17
897,475,8
898,476,5
899,476,8
900,477,8
901,477,13
902,479,1
903,479,6
904,479,17
905,480,1
906,480,2
907,480,16
908,480,17
909,481,8
910,481,17
911,482,6
912,482,8
913,482,17
914,483,8
915,484,2
916,484,4
917,485,1
918,485,2
919,485,5
920,485,9
921,486,5
922,487,5
923,487,19
924,488,8
925,488,15
926,489,5
927,490,17
928,491,8
929,492,5
930,492,14
931,493,1
932,493,6
933,493,8
934,494,1
935,494,2
936,494,17
937,495,8
938,496,5
939,496,8
940,496,15
941,496,17
942,497,5
943,497,15
944,498,8
945,498,15
946,499,5
947,499,15
948,500,5
949,500,8
950,501,8
951,502,1
952,502,4
953,502,15
954,504,1
955,504,8
956,504,16
957,505,5
958,506,8
959,506,9
960,506,15
961,507,6
962,507,8
963,507,17
964,508,8
965,509,8
966,509,15
967,510,8
968,511,1
969,511,8
970,512,11
971,512,16
972,513,5
973,513,14
974,513,15
975,514,5
976,515,8
977,515,15
978,516,5
979,516,8
980,517,1
981,517,8
982,517,14
983,518,5
984,519,1
985,519,6
986,519,8
987,519,16
988,519,17
989,520,5
990,521,6
991,521,17
992,522,1
993,522,8
994,523,8
995,524,8
996,526,8
997,527,8
998,527,18
999,528,5
1000,528,8
1001,529,8
1002,531,4
1003,531,8
1004,532,5
1005,532,6
1006,532,11
1007,533,1
1008,533,2
1009,533,9
1010,533,14
1011,534,8
1012,534,15
1013,535,8
1014,536,8
1015,537,8
1016,538,8
1017,539,5
1018,539,8
1019,539,15
1020,540,17
1021,541,1
1022,541,16
1023,541,17
1024,542,5
1025,542,8
1026,542,15
1027,543,5
1028,543,15
1029,543,17
1030,544,1
1031,544,6
1032,546,1
1033,546,2
1034,546,4
1035,546,5
1036,546,9
1037,546,16
1038,547,1
1039,547,2
1040,547,17
1041,548,1
1042,548,14
1043,548,17
1044,549,8
1045,549,13
1046,550,5
1047,550,15
1048,551,3
1049,551,4
1050,551,9
1051,551,13
1052,552,1
1053,552,2
1054,552,5
1055,552,15
1056,553,1
1057,553,8
1058,553,19
1059,554,6
1060,554,8
1061,554,17
1062,555,6
1063,555,17
1064,556,7
1065,558,1
1066,558,2
1067,558,3
1068,558,4
1069,558,9
1070,559,5
1071,561,8
1072,561,17
1073,562,5
1074,562,8
1075,563,8
1076,563,15
1077,564,5
1078,565,8
1079,565,11
1080,567,5
1081,567,8
1082,568,5
1083,568,8
1084,569,5
1085,569,8
1086,571,8
1087,571,15
1088,573,8
1089,574,5
1090,574,8
1091,575,4
1092,575,5
1093,577,2
1094,577,4
1095,577,8
1096,580,8
1097,581,7
1098,582,5
1099,582,8
1100,585,5
1101,586,4
1102,586,5
1103,587,5
1104,587,8
1105,587,9
1106,587,15
1107,587,17
1108,588,2
1109,588,3
1110,588,4
1111,588,5
1112,588,13
1113,589,1
1114,589,16
1115,590,2
1116,590,8
1117,590,19
1118,592,1
1119,592,6
1120,592,17
1121,593,6
1122,593,11
1123,593,17
1124,594,3
1125,594,4
1126,594,8
1127,594,9
1128,594,13
1129,595,3
1130,595,4
1131,595,9
1132,595,12
1133,595,13
1134,595,15
1135,596,3
1136,596,4
1137,596,9
1138,596,13
1139,597,5
1140,597,15
1141,599,2
1142,599,19
1143,600,1
1144,600,5
1145,600,6
1146,603,5
1147,605,8
1148,605,15
1149,606,9
1150,606,11
1151,608,5
1152,608,6
1153,608,8
1154,608,17
1155,609,2
1156,609,4
1157,610,1
1158,610,2
1159,610,3
1160,610,11
1161,610,16
1162,611,1
1163,611,11
1164,611,16
1165,612,5
1166,613,8
1167,613,15
1168,614,8
1169,614,17
1170,615,5
1171,615,8
1172,616,3
1173,616,4
1174,617,5
1175,617,8
1176,619,5
1177,620,8
1178,621,8
1179,626,5
1180,627,8
1181,627,17
1182,628,6
1183,628,8
1184,628,14
1185,628,17
1186,630,8
1187,630,15
1188,631,2
1189,631,3
1190,631,4
1191,631,9
1192,631,13
1193,631,15
1194,632,8
1195,632,18
1196,633,5
1197,635,5
1198,635,8
1199,637,5
1200,638,15
1201,639,5
1202,639,8
1203,640,8
1204,640,17
1205,647,1
1206,647,6
1207,647,8
1208,647,18
1209,648,1
1210,648,2
1211,648,14
1212,648,17
1213,650,8
1214,651,5
1215,653,1
1216,653,2
1217,653,9
1218,656,5
1219,659,6
1220,659,8
1221,659,17
1222,661,2
1223,661,3
1224,661,4
1225,661,9
1226,661,13
1227,662,17
1228,663,5
1229,664,5
1230,665,5
1231,665,8
1232,665,18
1233,667,1
1234,668,8
1235,670,8
1236,671,5
1237,671,16
1238,673,2
1239,673,3
1240,673,4
1241,673,5
1242,673,9
1243,673,16
1244,674,2
1245,674,5
1246,674,16
1247,678,8
1248,678,17
1249,679,8
1250,680,8
1251,680,14
1252,680,15
1253,680,16
1254,680,17
1255,681,6
1256,685,8
1257,687,8
1258,687,15
1259,688,1
1260,688,2
1261,688,5
1262,688,18
1263,690,8
1264,690,15
1265,691,5
1266,691,15
1267,692,1
1268,692,16
1269,692,17
1270,694,1
1271,694,6
1272,694,8
1273,695,14
1274,695,17
1275,696,8
1276,696,17
1277,697,8
1278,697,15
1279,698,8
1280,700,5
1281,702,8
1282,703,8
1283,704,1
1284,704,2
1285,705,5
1286,707,6
1287,707,8
1288,707,17
1289,708,5
1290,708,15
1291,709,2
1292,709,3
1293,709,4
1294,709,5
1295,709,13
1296,710,5
1297,711,2
1298,711,4
1299,714,8
1300,714,14
1301,714,19
1302,715,8
1303,715,15
1304,718,5
1305,718,9
1306,718,16
1307,719,5
1308,720,2
1309,720,3
1310,720,5
1311,721,8
1312,722,7
1313,724,8
1314,724,9
1315,724,11
1316,724,17
1317,725,5
1318,726,8
1319,728,5
1320,731,6
1321,731,17
1322,733,1
1323,733,2
1324,733,17
1325,735,11
1326,736,1
1327,736,2
1328,736,15
1329,736,17
1330,737,1
1331,737,16
1332,741,3
1333,741,16
1334,742,11
1335,742,17
1336,743,5
1337,745,3
1338,745,4
1339,745,5
1340,746,10
1341,747,5
1342,748,1
1343,748,16
1344,748,17
1345,750,5
1346,750,18
1347,753,5
1348,753,8
1349,753,15
1350,754,2
1351,754,4
1352,755,4
1353,755,8
1354,756,7
1355,757,8
1356,759,7
1357,760,8
1358,760,18
1359,761,1
1360,761,2
1361,762,5
1362,762,6
1363,764,8
1364,764,15
1365,765,5
1366,765,8
1367,766,8
1368,767,5
1369,767,8
1370,769,7
1371,775,11
1372,775,14
1373,778,5
1374,778,6
1375,778,8
1376,779,8
1377,779,15
1378,780,1
1379,780,2
1380,780,16
1381,780,17
1382,781,8
1383,782,8
1384,782,17
1385,783,3
1386,783,4
1387,783,8
1388,783,13
1389,783,15
1390,784,5
1391,784,17
1392,785,5
1393,786,1
1394,786,8
1395,786,17
1396,787,7
1397,788,5
1398,788,9
1399,788,15
1400,788,16
1401,793,8
1402,798,1
1403,798,2
1404,798,8
1405,798,17
1406,799,5
1407,799,11
1408,799,17
1409,800,8
1410,800,14
1411,800,19
1412,801,4
1413,801,5
1414,802,8
1415,802,15
1416,803,5
1417,803,8
1418,803,15
1419,804,5
1420,804,15
1421,805,8
1422,805,17
1423,806,6
1424,806,8
1425,808,2
1426,808,4
1427,809,1
1428,809,2
1429,810,4
1430,810,5
1431,810,9
1432,813,5
1433,816,8
1434,818,5
1435,820,8
1436,824,8
1437,824,14
1438,828,2
1439,828,4
1440,829,5
1441,829,9
1442,829,13
1443,830,5
1444,831,8
1445,832,6
1446,832,17
1447,833,5
1448,834,5
1449,835,8
1450,836,1
1451,836,2
1452,836,17
1453,837,4
1454,837,5
1455,837,9
1456,838,5
1457,838,8
1458,838,15
1459,839,1
1460,839,17
1461,840,4
1462,840,5
1463,841,11
1464,842,5
1465,842,11
1466,844,8
1467,845,8
1468,846,8
1469,848,8
1470,849,1
1471,849,2
1472,849,16
1473,849,17
1474,850,6
1475,850,8
1476,851,8
1477,852,5
1478,852,8
1479,852,15
1480,854,8
1481,858,6
1482,858,8
1483,861,1
1484,861,5
1485,861,6
1486,861,17
1487,864,5
1488,864,8
1489,865,8
1490,866,6
1491,866,8
1492,866,15
1493,866,17
1494,867,5
1495,867,6
1496,869,6
1497,869,8
1498,869,13
1499,869,17
1500,870,5
1501,872,8
1502,875,1
1503,875,6
1504,875,8
1505,876,1
1506,876,5
1507,876,6
1508,876,17
1509,879,11
1510,879,17
1511,880,16
1512,880,17
1513,881,4
1514,881,5
1515,882,8
1516,882,17
1517,885,4
1518,885,8
1519,885,9
1520,886,1
1521,886,5
1522,886,6
1523,888,2
1524,888,3
1525,888,4
1526,888,13
1527,889,8
1528,889,15
1529,891,11
1530,891,17
1531,892,5
1532,892,8
1533,892,15
1534,893,8
1535,896,8
1536,897,2
1537,897,8
1538,897,15
1539,897,18
1540,898,5
1541,898,8
1542,898,15
1543,899,5
1544,899,13
1545,899,15
1546,900,13
1547,900,15
1548,901,5
1549,901,13
1550,902,8
1551,902,15
1552,903,8
1553,903,14
1554,903,15
1555,903,17
1556,904,14
1557,904,17
1558,905,5
1559,905,15
1560,906,8
1561,906,17
1562,907,5
1563,907,13
1564,907,15
1565,908,1
1566,908,2
1567,908,14
1568,908,15
1569,908,17
1570,909,5
1571,909,8
1572,909,15
1573,910,5
1574,910,6
1575,911,5
1576,911,6
1577,911,14
1578,911,15
1579,911,17
1580,912,8
1581,912,15
1582,913,10
1583,913,14
1584,914,5
1585,914,8
1586,914,13
1587,914,15
1588,915,5
1589,915,15
1590,916,5
1591,916,8
1592,916,15
1593,917,4
1594,917,8
1595,918,13
1596,919,2
1597,919,4
1598,919,9
1599,919,13
1600,920,8
1601,920,15
1602,920,18
1603,921,5
1604,922,8
1605,922,10
1606,922,15
1607,923,8
1608,923,14
1609,924,2
1610,924,8
1611,924,16
1612,926,8
1613,927,5
1614,928,8
1615,928,14
1616,928,15
1617,928,17
1618,929,8
1619,929,10
1620,929,14
1621,929,17
1622,930,10
1623,930,15
1624,930,17
1625,931,14
1626,931,15
1627,931,17
1628,932,8
1629,932,15
1630,933,6
1631,933,14
1632,933,15
1633,933,17
1634,934,5
1635,935,5
1636,935,13
1637,936,5
1638,936,15
1639,937,5
1640,937,15
1641,938,13
1642,939,5
1643,939,8
1644,940,1
1645,940,2
1646,940,15
1647,941,2
1648,942,6
1649,942,10
1650,942,14
1651,943,8
1652,943,9
1653,943,15
1654,944,8
1655,945,5
1656,945,13
1657,945,15
1658,946,5
1659,946,8
1660,946,18
1661,947,5
1662,947,15
1663,948,8
1664,948,15
1665,948,19
1666,949,8
1667,950,5
1668,950,6
1669,951,5
1670,951,15
1671,952,2
1672,952,5
1673,953,4
1674,953,8
1675,953,9
1676,953,15
1677,954,8
1678,955,5
1679,955,15
1680,956,8
1681,956,15
1682,957,8
1683,960,6
1684,960,8
1685,961,8
1686,962,6
1687,962,8
1688,963,13
1689,964,15
1690,964,19
1691,965,8
1692,965,14
1693,965,17
1694,966,8
1695,966,18
1696,968,11
1697,968,16
1698,968,17
1699,969,2
1700,969,5
1701,969,15
1702,969,18
1703,970,2
1704,970,5
1705,970,6
1706,970,8
1707,970,15
1708,971,8
1709,972,8
1710,973,5
1711,973,8
1712,976,15
1713,976,18
1714,980,1
1715,981,8
1716,982,8
1717,984,5
1718,984,8
1719,986,2
1720,986,4
1721,987,8
1722,987,15
1723,988,5
1724,988,8
1725,990,1
1726,990,2
1727,990,17
1728,991,8
1729,992,17
1730,994,5
1731,994,8
1732,996,1
1733,996,6
1734,996,8
1735,996,17
1736,997,8
1737,997,17
1738,998,1
1739,998,6
1740,999,6
1741,999,10
1742,1003,8
1743,1003,17
1744,1004,1
1745,1004,17
1746,1005,4
1747,1005,5
1748,1006,8
1749,1007,4
1750,1007,5
1751,1007,19
1752,1008,2
1753,1008,19
1754,1009,2
1755,1009,4
1756,1009,9
1757,1010,4
1758,1010,5
1759,1011,4
1760,1011,5
1761,1011,9
1762,1011,15
1763,1012,4
1764,1012,8
1765,1013,4
1766,1013,5
1767,1013,15
1768,1014,4
1769,1014,5
1770,1014,8
1771,1015,2
1772,1015,4
1773,1015,8
1774,1016,4
1775,1016,5
1776,1017,2
1777,1017,4
1778,1018,4
1779,1018,5
1780,1018,14
1781,1019,2
1782,1019,8
1783,1019,16
1784,1020,5
1785,1021,4
1786,1021,5
1787,1022,3
1788,1022,4
1789,1022,9
1790,1022,13
1791,1022,15
1792,1023,3
1793,1023,4
1794,1023,13
1795,1024,3
1796,1024,4
1797,1024,13
1798,1025,3
1799,1025,4
1800,1025,9
1801,1025,13
1802,1026,4
1803,1026,8
1804,1027,2
1805,1027,8
1806,1028,4
1807,1028,5
1808,1028,9
1809,1028,13
1810,1029,3
1811,1029,4
1812,1029,8
1813,1029,13
1814,1030,2
1815,1030,3
1816,1030,4
1817,1030,13
1818,1031,2
1819,1031,4
1820,1031,13
1821,1032,2
1822,1032,3
1823,1032,4
1824,1032,9
1825,1032,13
1826,1033,3
1827,1033,4
1828,1033,8
1829,1034,5
1830,1034,6
1831,1034,8
1832,1034,17
1833,1035,13
1834,1035,15
1835,1036,1
1836,1036,6
1837,1036,17
1838,1037,1
1839,1037,11
1840,1037,16
1841,1037,17
1842,1040,8
1843,1041,8
1844,1042,5
1845,1042,8
1846,1043,8
1847,1043,15
1848,1044,8
1849,1046,8
1850,1046,15
1851,1047,1
1852,1047,8
1853,1047,17
1854,1049,1
1855,1049,2
1856,1050,7
1857,1050,8
1858,1051,8
1859,1053,6
1860,1053,8
1861,1053,15
1862,1054,8
1863,1055,17
1864,1056,8
1865,1057,5
1866,1057,13
1867,1057,15
1868,1059,8
1869,1059,15
1870,1060,5
1871,1060,8
1872,1061,17
1873,1063,8
1874,1064,3
1875,1064,4
1876,1064,5
1877,1064,9
1878,1064,13
1879,1064,15
1880,1066,5
1881,1066,13
1882,1066,15
1883,1067,5
1884,1067,13
1885,1067,15
1886,1068,6
1887,1068,10
1888,1069,6
1889,1069,10
1890,1069,17
1891,1073,4
1892,1073,5
1893,1073,9
1894,1073,13
1895,1076,8
1896,1076,11
1897,1076,17
1898,1077,5
1899,1077,16
1900,1078,5
1901,1078,18
1902,1079,5
1903,1079,6
1904,1080,5
1905,1081,5
1906,1081,13
1907,1081,15
1908,1082,8
1909,1083,5
1910,1083,13
1911,1084,6
1912,1084,8
1913,1085,2
1914,1085,8
1915,1086,6
1916,1086,14
1917,1086,17
1918,1087,13
1919,1088,8
1920,1088,13
1921,1088,15
1922,1089,6
1923,1089,14
1924,1089,17
1925,1090,8
1926,1090,18
1927,1091,5
1928,1092,6
1929,1092,14
1930,1092,17
1931,1093,8
1932,1094,8
1933,1094,15
1934,1094,17
1935,1095,8
1936,1096,8
1937,1097,4
1938,1097,8
1939,1097,16
1940,1099,4
1941,1099,8
1942,1099,9
1943,1100,1
1944,1100,8
1945,1100,15
1946,1101,1
1947,1101,15
1948,1103,8
1949,1104,8
1950,1105,11
1951,1111,7
1952,1112,1
1953,1112,5
1954,1112,8
1955,1113,5
1956,1114,6
1957,1114,8
1958,1120,5
1959,1120,8
1960,1123,7
1961,1124,8
1962,1125,5
1963,1125,6
1964,1126,5
1965,1126,9
1966,1127,1
1967,1127,2
1968,1127,16
1969,1127,17
1970,1128,11
1971,1129,1
1972,1129,2
1973,1129,16
1974,1129,17
1975,1130,11
1976,1130,14
1977,1131,8
1978,1131,14
1979,1132,8
1980,1133,5
1981,1133,8
1982,1135,5
1983,1136,2
1984,1136,5
1985,1136,9
1986,1137,15
1987,1145,7
1988,1147,7
1989,1148,3
1990,1148,4
1991,1148,5
1992,1148,6
1993,1150,8
1994,1151,3
1995,1151,5
1996,1151,8
1997,1151,9
1998,1152,6
1999,1152,10
2000,1152,17
2001,1153,10
2002,1154,10
2003,1161,8
2004,1161,18
2005,1162,5
2006,1162,8
2007,1163,8
2008,1164,8
2009,1165,8
2010,1165,17
2011,1167,5
2012,1168,1
2013,1168,2
2014,1168,11
2015,1169,7
2016,1171,5
2017,1172,8
2018,1173,5
2019,1173,8
2020,1174,5
2021,1175,5
2022,1175,8
2023,1175,15
2024,1176,8
2025,1176,9
2026,1176,15
2027,1177,8
2028,1177,15
2029,1178,8
2030,1178,18
2031,1179,6
2032,1179,8
2033,1179,10
2034,1180,5
2035,1181,19
2036,1183,8
2037,1183,15
2038,1183,18
2039,1184,5
2040,1184,8
2041,1185,8
2042,1186,8
2043,1187,8
2044,1188,5
2045,1188,15
2046,1189,7
2047,1190,6
2048,1190,8
2049,1190,15
2050,1191,7
2051,1191,13
2052,1192,7
2053,1193,8
2054,1194,5
2055,1196,1
2056,1196,2
2057,1196,16
2058,1197,1
2059,1197,2
2060,1197,5
2061,1197,9
2062,1197,15
2063,1198,1
2064,1198,2
2065,1199,9
2066,1199,16
2067,1200,1
2068,1200,2
2069,1200,11
2070,1200,16
2071,1201,1
2072,1201,2
2073,1201,19
2074,1202,5
2075,1203,8
2076,1204,2
2077,1204,8
2078,1204,18
2079,1206,6
2080,1206,8
2081,1206,16
2082,1206,17
2083,1207,8
2084,1208,1
2085,1208,8
2086,1208,18
2087,1209,1
2088,1209,8
2089,1209,19
